"A-4"|Yes|"80053556"|"130795571"
"A-4"|Yes|"80053558"|"130795572"
"A-6"|No |"80053558"|"130795573"
"A-2"|No |"80053559"|"130795574"
"A-4"|Yes|"80053559"|"130795575"
"A-6"|No |"80053559"|"130795576"
"A-1"|No |"80053560"|"130795577"
"A-2"|No |"80053560"|"130795578"
"A-4"|Yes|"80053560"|"130795579"
"A-6"|No |"80053560"|"130795580"
"A-4"|Yes|"80053562"|"130795581"
"A-4"|Yes|"80053563"|"130795582"
"A-6"|No |"80053563"|"130795583"
"A-1"|No |"80053564"|"130795584"
"A-2"|Yes|"80053564"|"130795585"
"A-4"|No |"80053564"|"130795586"
"A-6"|No |"80053564"|"130795587"
"A-2"|No |"80053566"|"130795588"
"A-4"|Yes|"80053566"|"130795589"
"A-2"|No |"80053567"|"130795590"
"A-4"|Yes|"80053567"|"130795591"
"A-1"|Yes|"80053568"|"130795592"
"A-2"|No |"80053568"|"130795593"
"A-1"|Yes|"80053569"|"130795594"
"A-2"|No |"80053569"|"130795595"
"A-2"|No |"80053570"|"130795596"
"A-4"|Yes|"80053570"|"130795597"
"A-2"|No |"80053571"|"130795598"
"A-4"|Yes|"80053571"|"130795599"
"A-4"|Yes|"80053574"|"130795600"
"A-6"|No |"80053574"|"130795601"
"A-2"|No |"80053575"|"130795602"
"A-4"|Yes|"80053575"|"130795603"
"A-6"|No |"80053575"|"130795604"
"A-1"|No |"80053576"|"130795605"
"A-2"|No |"80053576"|"130795606"
"A-4"|Yes|"80053576"|"130795607"
"A-6"|No |"80053576"|"130795608"
"A-4"|Yes|"80053578"|"130795609"
"A-6"|No |"80053578"|"130795610"
"A-4"|Yes|"80053579"|"130795611"
"A-6"|No |"80053579"|"130795612"
"A-2"|No |"80053580"|"130795613"
"A-4"|Yes|"80053580"|"130795614"
"A-4"|Yes|"80053582"|"130795615"
"A-4"|Yes|"80053583"|"130795616"
"A-6"|No |"80053583"|"130795617"
"A-1"|No |"80053584"|"130795618"
"A-2"|Yes|"80053584"|"130795619"
"A-4"|No |"80053584"|"130795620"
"A-6"|No |"80053584"|"130795621"
"A-4"|Yes|"80053585"|"130795622"
"A-1"|No |"80053586"|"130795625"
"A-2"|Yes|"80053586"|"130795626"
"A-4"|No |"80053586"|"130795623"
"A-6"|No |"80053586"|"130795624"
"A-2"|No |"80053587"|"130795627"
"A-4"|Yes|"80053587"|"130795628"
"A-5"|No |"80053587"|"130795629"
"A-7"|No |"80053587"|"130795630"
"A-2"|No |"80053589"|"130795631"
"A-4"|Yes|"80053589"|"130795632"
"A-6"|No |"80053589"|"130795633"
"A-4"|Yes|"80053590"|"130795634"
"A-4"|Yes|"80053591"|"130795635"
"A-6"|No |"80053591"|"130795636"
"A-1"|Yes|"80053592"|"130795637"
"A-2"|No |"80053592"|"130795638"
"A-4"|Yes|"80053593"|"130795639"
"A-2"|No |"80053594"|"130795640"
"A-4"|Yes|"80053594"|"130795641"
"A-4"|Yes|"80053596"|"130795642"
"A-1"|No |"80053598"|"130795643"
"A-2"|Yes|"80053598"|"130795644"
"A-4"|No |"80053598"|"130795645"
"A-6"|No |"80053598"|"130795646"
"A-4"|Yes|"80053599"|"130795647"
"A-6"|No |"80053599"|"130795648"
"A-2"|No |"80053600"|"130795649"
"A-4"|Yes|"80053600"|"130795650"
"A-1-b"|No |"80053601"|"130795651"
"A-2"|Yes|"80053601"|"130795652"
"A-4"|No |"80053601"|"130795653"
"A-2-4"|No |"80053602"|"130795654"
"A-4"|Yes|"80053602"|"130795655"
"A-4"|Yes|"80053605"|"130795657"
"A-6"|No |"80053605"|"130795656"
"A-4"|Yes|"80053606"|"130795658"
"A-6"|No |"80053606"|"130795659"
"A-2"|No |"80053607"|"130795660"
"A-4"|Yes|"80053607"|"130795661"
"A-1-b"|No |"80053608"|"130795662"
"A-2"|Yes|"80053608"|"130795663"
"A-4"|No |"80053608"|"130795664"
"A-2-4"|No |"80053609"|"130795665"
"A-4"|Yes|"80053609"|"130795666"
"A-2"|No |"80053610"|"130795667"
"A-4"|Yes|"80053610"|"130795668"
"A-1"|No |"80053612"|"130795669"
"A-2"|Yes|"80053612"|"130795670"
"A-4"|No |"80053612"|"130795671"
"A-6"|No |"80053612"|"130795672"
"A-4"|Yes|"80053613"|"130795673"
"A-6"|No |"80053613"|"130795674"
"A-4"|Yes|"80053614"|"130795675"
"A-2"|No |"80053617"|"130795676"
"A-4"|Yes|"80053617"|"130795677"
"A-6"|No |"80053617"|"130795678"
"A-4"|Yes|"80053618"|"130795679"
"A-4"|Yes|"80053619"|"130795680"
"A-6"|No |"80053619"|"130795681"
"A-1"|Yes|"80053620"|"130795682"
"A-2"|No |"80053620"|"130795683"
"A-4"|Yes|"80053621"|"130795684"
"A-2"|No |"80053622"|"130795685"
"A-4"|Yes|"80053622"|"130795686"
"A-4"|Yes|"80053625"|"130795687"
"A-6"|No |"80053625"|"130795688"
"A-4"|Yes|"80053626"|"130795689"
"A-6"|No |"80053626"|"130795690"
"A-2"|No |"80053627"|"130795691"
"A-4"|Yes|"80053627"|"130795692"
"A-1"|Yes|"80053628"|"130795693"
"A-2"|No |"80053628"|"130795694"
"A-4"|Yes|"80053629"|"130795695"
"A-2"|No |"80053630"|"130795696"
"A-4"|Yes|"80053630"|"130795697"
"A-2"|No |"80053633"|"130795698"
"A-4"|Yes|"80053633"|"130795699"
"A-6"|No |"80053633"|"130795700"
"A-4"|Yes|"80053634"|"130795701"
"A-4"|Yes|"80053635"|"130795703"
"A-6"|No |"80053635"|"130795702"
"A-4"|Yes|"80053636"|"130795704"
"A-1"|No |"80053637"|"130795705"
"A-2"|Yes|"80053637"|"130795706"
"A-4"|No |"80053637"|"130795707"
"A-6"|No |"80053637"|"130795708"
"A-4"|Yes|"80053638"|"130795709"
"A-6"|No |"80053638"|"130795710"
"A-4"|Yes|"80053641"|"130795711"
"A-6"|No |"80053641"|"130795712"
"A-4"|Yes|"80053642"|"130795713"
"A-6"|No |"80053642"|"130795714"
"A-2"|No |"80053643"|"130795715"
"A-4"|Yes|"80053643"|"130795716"
"A-1-b"|No |"80053644"|"130795717"
"A-2"|Yes|"80053644"|"130795718"
"A-4"|No |"80053644"|"130795719"
"A-2-4"|No |"80053645"|"130795720"
"A-4"|Yes|"80053645"|"130795721"
"A-2"|No |"80053646"|"130795722"
"A-4"|Yes|"80053646"|"130795723"
"A-4"|Yes|"80052807"|"130793918"
"A-6"|No |"80052807"|"130793919"
"A-4"|Yes|"80052808"|"130793920"
"A-2"|Yes|"80052809"|"130793922"
